ts;co2;humidity;light;motion;temperature;vdd
1596572711829;421;57;1;0;21.3;3633
1596573011293;413;57;0;0;21.3;3636
1596573313029;420;57;0;0;21.2;3633
1596573612037;419;57;0;0;21.3;3633
1596573911825;409;57;1;0;21.2;3633
1596574213005;418;57;0;0;21.2;3633
1596574513973;426;57;1;0;21.2;3636
1596574814665;419;57;0;0;21.3;3633
1596575113705;416;57;0;0;21.3;3633
1596575411473;420;57;1;0;21.3;3636
1596575713249;415;57;1;0;21.2;3633
1596576012641;412;57;0;0;21.2;3636
1596576312677;417;57;1;0;21.2;3636
1596576612885;416;57;1;0;21.2;3633
1596576911737;418;57;0;0;21.2;3633
1596577212173;420;58;1;0;21.2;3633
1596577512189;419;58;1;0;21.2;3633
1596577813473;423;58;1;0;21.2;3633
1596578111157;412;58;1;0;21.2;3633
1596578414151;417;58;1;0;21.2;3633
1596578712113;415;58;1;0;21.2;3633
1596579013268;414;57;0;0;21.2;3633
1596579311401;414;58;0;0;21.2;3633
1596579611025;412;58;1;0;21.1;3633
1596579912137;425;58;0;0;21.2;3633
1596580214645;419;58;1;0;21.2;3633
1596580511485;420;58;1;0;21.2;3633
1596580811573;423;58;0;0;21.1;3633
1596581112365;412;58;1;0;21.2;3633
1596581411465;416;58;1;0;21.1;3633
1596581711589;416;58;0;0;21.1;3633
1596582013297;419;58;0;0;21.1;3633
1596582311973;421;58;0;0;21.2;3633
1596582613154;413;58;0;0;21.1;3633
1596582910490;420;58;0;0;21.1;3633
1596583210917;412;58;1;0;21.1;3633
1596583512353;422;58;0;0;21.1;3633
1596583813781;414;58;1;0;21.1;3633
1596584111830;422;58;0;0;21.1;3633
1596584413322;421;58;0;0;21.1;3633
1596584711177;414;58;1;0;21.1;3633
1596585011469;417;58;1;0;21.1;3633
1596585312177;415;58;1;0;21;3633
1596585611362;410;58;1;0;21.1;3633
1596585912073;414;58;1;0;21.1;3633
1596586213401;408;58;1;0;21;3633
1596586511305;423;58;1;0;21.1;3633
1596586810397;414;58;0;0;21.1;3636
1596587111772;421;58;0;0;21;3636
1596587411669;420;58;1;0;21;3633
1596587711485;412;58;0;0;21;3633
1596588011493;414;58;1;0;21;3633
1596588314516;417;58;1;0;21.1;3633
1596588612845;421;58;1;0;21;3636
1596588914627;416;58;1;0;21;3633
1596589211214;412;58;0;0;21;3636
1596589513264;417;58;0;0;21;3636
1596589810314;405;58;1;0;21;3633
1596590112769;419;58;1;0;21;3633
1596590411173;416;58;0;0;21;3633
